,node_id,node_name,emb_x,emb_y,n2v_kmeans,n2v_dbscan
176,176,276,0.43577152,1.7380476,0,-1
177,177,186,0.15508752,1.8575231,0,-1
178,178,450,0.26477072,1.7878455,0,-1
179,179,322,0.31355026,1.7727994,0,-1
180,180,499,7.6716886,2.2702436,0,-1
181,181,82,0.53373,1.7010393,0,-1
182,182,327,1.195891,1.2145202,0,-1
183,183,396,0.8379957,1.5086448,0,-1
184,184,141,0.13156104,1.9101554,0,-1
185,185,219,0.6430462,1.5761104,0,-1
186,186,90,0.9403897,1.394063,0,-1
187,187,397,-0.18401489,2.0694087,0,-1
188,188,7,0.9825511,1.3767128,0,-1
189,189,191,1.219582,1.2536082,0,-1
190,190,335,0.43599945,1.6914036,0,-1
191,191,187,-0.16266097,2.1025558,0,-1
192,192,212,0.13774498,1.8564892,0,-1
193,193,184,1.2019861,1.2796638,0,-1
194,194,246,0.442323,1.6838531,0,-1
195,195,496,7.8880796,2.212114,0,-1
196,196,16,1.0102801,1.3709071,0,-1
197,197,411,0.27602202,1.8000163,0,-1
198,198,407,0.022880444,1.9771813,0,-1
199,199,263,-0.3327968,2.1945517,0,-1
200,200,462,1.0878607,1.2922797,0,-1
201,201,12,0.3884839,1.7557707,0,-1
202,202,354,1.1386839,1.2583593,0,-1
203,203,209,1.302137,1.2015415,0,-1
204,204,178,1.0705729,1.3137388,0,-1
205,205,19,0.20372148,1.8560368,0,-1
206,206,189,0.3981481,1.7552468,0,-1
207,207,452,0.64319575,1.5563442,0,-1
208,208,163,0.4346065,1.6862518,0,-1
209,209,15,-0.08669367,2.0170035,0,-1
210,210,392,-0.99505764,2.6276743,0,-1
211,211,381,0.6052512,1.6061027,0,-1
212,212,297,0.65654874,1.5359418,0,-1
213,213,65,0.7882649,1.5200393,0,-1
214,214,258,-0.12389441,2.002744,0,-1
215,215,363,0.2209129,1.8120061,0,-1
216,216,368,0.41289708,1.7573436,0,-1
217,217,188,0.41563973,1.7483888,0,-1
218,218,169,0.56408316,1.6519731,0,-1
219,219,492,8.338006,2.234297,0,-1
220,220,139,0.38190326,1.722176,0,-1
221,221,317,0.23907606,1.8485049,0,-1
222,222,402,0.43733823,1.6913153,0,-1
223,223,373,-0.25026178,2.1054437,0,-1
224,224,480,0.48680574,1.6173147,0,-1
225,225,453,0.03791306,1.9875352,0,-1
226,226,375,0.75857776,1.5519807,0,-1
227,227,490,7.954594,2.1449044,0,-1
228,228,326,0.27008137,1.8241031,0,-1
229,229,477,1.6967278,1.0025457,0,-1
230,230,309,0.7289944,1.4776597,0,-1
231,231,318,0.9377746,1.3403853,0,-1
232,232,387,0.92208046,1.4000452,0,-1
233,233,451,-0.16067065,2.0355384,0,-1
234,234,44,0.6695741,1.555535,0,-1
235,235,400,0.19638379,1.7788334,0,-1
236,236,410,0.20808278,1.8148737,0,-1
237,237,116,0.25907764,1.820719,0,-1
238,238,498,7.3880415,2.1474404,0,-1
239,239,84,0.062566906,1.9377726,0,-1
240,240,185,1.677202,1.0293094,0,-1
241,241,161,0.25396445,1.8450948,0,-1
242,242,342,-0.05499642,2.0420504,0,-1
243,243,404,1.0402114,1.3885491,0,-1
244,244,426,-0.55089396,2.2844007,0,-1
245,245,302,0.8613259,1.4293591,0,-1
246,246,308,-0.45989951,2.2652006,0,-1
247,247,66,0.20387869,1.8160564,0,-1
248,248,198,-0.8262595,2.486711,0,-1
249,249,203,1.0246209,1.339799,1,-1
250,250,310,0.3490559,1.733618,1,-1
251,251,22,-0.69282037,2.415007,1,-1
252,252,114,-0.16558944,2.0045707,1,-1
253,253,87,0.89563435,1.4900086,1,-1
254,254,412,-0.23893784,2.1252987,1,-1
255,255,489,7.885166,2.29033,1,-1
256,256,133,0.37406692,1.7127259,1,-1
257,257,98,0.9306417,1.425297,1,-1
258,258,291,1.0004308,1.3787296,1,-1
259,259,59,0.93491656,1.4549248,1,-1
260,260,89,-0.40500766,2.2889202,1,-1
261,261,491,7.8724704,2.217231,1,-1
262,262,494,7.439525,1.8291038,1,-1
263,263,419,0.6245408,1.5737442,1,-1
264,264,267,0.54161745,1.6629251,1,-1
265,265,355,0.44251293,1.7263385,1,-1
266,266,320,0.67192614,1.5787419,1,-1
267,267,378,-0.25828347,2.0843456,1,-1
268,268,43,-0.25656775,2.0797155,1,-1
269,269,486,7.642528,2.2858334,1,-1
270,270,202,0.47210735,1.6917754,1,-1
271,271,251,0.34841305,1.7627658,1,-1
272,272,401,0.29333284,1.7723387,1,-1
273,273,250,0.80834275,1.5114484,1,-1
274,274,69,-0.038829025,1.9749401,1,-1
275,275,159,-0.17888696,2.089849,1,-1
276,276,208,1.5518583,1.0163181,1,-1
277,277,5,0.70193547,1.4956523,1,-1
278,278,8,0.29248634,1.7836826,1,-1
279,279,167,0.9410144,1.389428,1,-1
280,280,296,0.22616681,1.8086556,1,-1
281,281,439,1.1693132,1.2484934,1,-1
282,282,435,0.4170246,1.7386551,1,-1
283,283,105,-0.3458481,2.1518335,1,-1
284,284,74,0.82088166,1.5070075,1,-1
285,285,343,0.68225044,1.5828985,1,-1
286,286,473,-0.361262,2.184443,1,-1
287,287,485,7.4717646,2.0620022,1,-1
288,288,328,0.2706801,1.7685525,1,-1
289,289,102,0.2248981,1.8352861,1,-1
290,290,366,1.6659524,1.023326,1,-1
291,291,218,0.85678846,1.4838898,1,-1
292,292,339,-0.22907189,2.1076987,1,-1
293,293,24,0.6174695,1.5404035,1,-1
294,294,303,0.52606183,1.6530623,1,-1
295,295,323,0.7094226,1.5356312,1,-1
296,296,248,0.50145495,1.6609899,1,-1
297,297,256,1.0645266,1.3617531,1,-1
298,298,476,-0.68241364,2.321919,1,-1
299,299,132,0.6902472,1.5155308,1,-1
300,300,268,-0.32228482,2.197546,1,-1
301,301,481,0.16228642,1.8914919,1,-1
302,302,438,-0.20410755,2.0957413,1,-1
303,303,415,1.0895655,1.2757982,1,-1
304,304,52,0.54657024,1.670214,1,-1
305,305,487,7.28273,1.8895121,1,-1
306,306,362,0.19910307,1.8652383,1,-1
307,307,129,-0.3272503,2.169041,1,-1
308,308,364,0.53350353,1.6478734,1,-1
309,309,275,0.48048282,1.6855134,1,-1
310,310,80,0.104813516,1.9050404,1,-1
311,311,201,-0.084865965,2.0396738,1,-1
312,312,465,0.91333175,1.4375921,1,-1
313,313,346,0.27392367,1.8064861,1,-1
314,314,331,-0.11764292,2.077756,1,-1
315,315,67,0.7217447,1.5712091,1,-1
316,316,394,0.7429607,1.5007312,1,-1
317,317,135,0.08986534,1.9359688,1,-1
318,318,138,0.46422172,1.6875751,1,-1
319,319,78,1.0215262,1.3553287,1,-1
320,320,421,0.6971,1.5358198,1,-1
321,321,444,0.4114143,1.7428963,1,-1
322,322,338,0.09426657,1.9120734,1,-1
323,323,420,-0.093006395,2.0618258,1,-1
324,324,192,0.9607804,1.4180084,1,-1
325,325,313,0.98746175,1.3796268,1,-1
326,326,107,-0.07903179,1.984214,1,-1
327,327,459,0.24527952,1.8632019,1,-1
328,328,290,-0.2374438,2.1076665,1,-1
329,329,97,0.5359663,1.6749444,1,-1
330,330,173,0.7746457,1.5059226,1,-1
331,331,254,0.72306895,1.501361,1,-1
332,332,86,0.68270755,1.548494,1,-1
333,333,482,0.43539667,1.6970958,1,-1
334,334,28,0.09063601,1.9099256,1,-1
335,335,6,0.45492962,1.7162141,1,-1
336,336,429,0.88113576,1.4721175,1,-1
337,337,9,1.1552467,1.2876507,1,-1
338,338,488,7.3017774,2.0552495,1,-1
339,339,241,0.4073902,1.7089279,1,-1
340,340,466,0.48203158,1.6906676,1,-1
341,341,58,0.026225217,1.9719585,1,-1
342,342,42,0.76353896,1.4708374,1,-1
343,343,225,0.23120709,1.826108,1,-1
344,344,136,-0.12308662,2.0583007,1,-1
345,345,255,-0.108847894,2.038956,1,-1
346,346,18,0.9026023,1.4734167,1,-1
347,347,176,-0.13446073,2.1131814,1,-1
348,348,140,0.9127933,1.4855297,1,-1
349,349,37,0.1362716,1.874398,1,-1
350,350,428,-0.39937446,2.2111034,1,-1
351,351,427,0.62782025,1.5552491,1,-1
352,352,475,0.95038563,1.4219558,1,-1
353,353,76,0.3455277,1.782402,1,-1
354,354,214,-0.26033273,2.1452029,1,-1
355,355,493,6.9960074,2.0038462,1,-1
356,356,442,0.20932876,1.8342733,1,-1
357,357,374,0.36567888,1.7023913,1,-1
358,358,165,0.75551116,1.541649,1,-1
359,359,436,0.38234442,1.7540848,1,-1
360,360,79,0.44278198,1.6582216,1,-1
361,361,253,0.7551644,1.534503,1,-1
362,362,244,-0.108647674,2.0288804,1,-1
363,363,197,0.4464448,1.7021374,1,-1
364,364,10,0.40091288,1.6948589,1,-1
365,365,120,1.7853627,0.96093875,1,-1
366,366,430,0.98769814,1.362651,1,-1
367,367,174,-0.078255475,2.0151803,1,-1
368,368,143,0.75583196,1.4947826,1,-1
369,369,282,-0.6771444,2.3939204,1,-1
370,370,179,0.103641756,1.9235753,1,-1
371,371,270,0.08351585,1.9269264,1,-1
372,372,470,1.0174083,1.4008448,1,-1
373,373,127,0.45289013,1.6773751,1,-1
374,374,344,1.0148704,1.3384931,1,-1
375,375,88,0.120122954,1.9010413,1,-1
376,376,207,-0.029321263,1.989949,1,-1
377,377,365,0.037278358,1.9524726,1,-1
378,378,53,0.7473014,1.4724528,1,-1
379,379,288,0.33810487,1.7688789,1,-1
380,380,21,0.7050349,1.557816,1,-1
381,381,298,0.53024983,1.6544932,1,-1
382,382,112,-0.06051267,1.9811429,1,-1
383,383,2,0.9889997,1.299087,1,-1
384,384,306,0.6185519,1.6027244,1,-1
385,385,277,1.1123619,1.2733712,1,-1
386,386,48,0.25615263,1.7990434,1,-1
387,387,440,0.8786718,1.4581482,1,-1
388,388,115,-0.22826347,2.085165,1,-1
389,389,449,0.32634133,1.7994744,1,-1
390,390,128,-0.30686846,2.145852,1,-1
391,391,85,1.1149144,1.294994,1,-1
392,392,126,1.3372601,1.1981944,1,-1
393,393,55,1.2803651,1.230176,1,-1
394,394,95,0.23507038,1.841208,1,-1
395,395,229,0.979414,1.4059174,1,-1
396,396,443,0.5863216,1.5785439,1,-1
397,397,347,0.267906,1.7960858,1,-1
398,398,391,0.73401105,1.4193814,1,-1
399,399,117,-0.040788293,1.9915305,1,-1
400,400,315,0.77232516,1.5269942,1,-1
401,401,300,0.013968875,1.9786848,1,-1
402,402,329,1.8415254,0.8854518,1,-1
403,403,414,0.7257515,1.503206,1,-1
404,404,257,0.33943483,1.7407941,1,-1
405,405,31,0.7855799,1.5055722,1,-1
406,406,27,0.28080744,1.764765,1,-1
407,407,388,0.15435974,1.8402449,1,-1
408,408,371,0.96714735,1.3945336,1,-1
409,409,417,-0.18766217,2.0739322,1,-1
410,410,239,1.1602985,1.2738461,1,-1
411,411,408,0.30254388,1.7792679,1,-1
412,412,280,0.20564426,1.8471687,1,-1
413,413,293,0.39006954,1.6993462,1,-1
414,414,416,0.24644378,1.8298806,1,-1
415,415,382,-0.039982434,1.9855772,1,-1
416,416,164,-0.28023908,2.1343381,1,-1
417,417,271,-0.16964905,2.0179498,1,-1
418,418,11,0.31656206,1.7504768,1,-1
419,419,389,0.8290014,1.4803771,1,-1
420,420,146,0.29992297,1.8382003,1,-1
421,421,151,0.92780924,1.42249,1,-1
422,422,260,0.312276,1.7458681,1,-1
423,423,194,0.01007603,1.9759074,1,-1
424,424,93,1.9232109,0.9100314,1,-1
425,425,81,0.4822744,1.6826657,1,-1
426,426,319,1.1279043,1.3138546,1,-1
427,427,454,0.093896426,1.882627,1,-1
428,428,325,0.34334183,1.7820082,1,-1
429,429,432,0.6851721,1.5716138,1,-1
430,430,142,0.9545437,1.379453,1,-1
431,431,294,0.92407614,1.357678,1,-1
432,432,393,1.0467273,1.3524789,1,-1
433,433,103,0.69881606,1.5107008,1,-1
434,434,100,0.033304688,1.8901764,1,-1
435,435,20,0.18093844,1.8796177,1,-1
436,436,227,0.18469042,1.8915665,1,-1
437,437,62,0.34008807,1.7568601,1,-1
438,438,170,0.4661048,1.6851737,1,-1
439,439,245,0.23415874,1.7960685,1,-1
440,440,398,-0.56302077,2.3278658,1,-1
441,441,71,0.10374184,1.8978531,1,-1
442,442,467,0.6451363,1.5904129,1,-1
443,443,340,1.2624513,1.192752,1,-1
444,444,168,0.9826115,1.4352881,1,-1
445,445,247,0.275765,1.7994726,1,-1
446,446,94,0.45623508,1.6999881,1,-1
447,447,380,0.27259716,1.8305802,1,-1
448,448,376,0.65881336,1.5737988,1,-1
449,449,479,1.074627,1.3413714,1,-1
450,450,172,0.9143451,1.402391,1,-1
451,451,314,1.0511694,1.3631011,1,-1
452,452,437,1.4567626,1.15459,1,-1
453,453,350,0.49615455,1.6473813,1,-1
454,454,123,1.3179474,1.2483388,1,-1
455,455,91,0.65788054,1.5558326,1,-1
456,456,358,1.1166357,1.2864604,1,-1
457,457,383,1.2283188,1.2988176,1,-1
458,458,206,0.51270485,1.6387945,1,-1
459,459,190,-0.20426296,2.097826,1,-1
460,460,456,1.4048967,1.1067151,1,-1
461,461,357,1.1374938,1.3096408,1,-1
462,462,26,0.6821342,1.5540212,1,-1
463,463,261,0.35926265,1.7047311,1,-1
464,464,130,0.8903011,1.4693471,1,-1
465,465,175,1.0546365,1.3735605,1,-1
466,466,182,0.9339592,1.3936434,1,-1
467,467,259,0.3519303,1.7784529,1,-1
468,468,157,0.5316374,1.6215707,1,-1
469,469,38,-0.09491275,1.9958988,1,-1
470,470,289,-0.0089967735,1.9785538,1,-1
471,471,0,0.7933957,1.5250103,1,-1
472,472,285,0.7314589,1.5164627,1,-1
473,473,460,0.6851363,1.5065371,1,-1
474,474,51,1.9338695,0.86436224,1,-1
475,475,33,1.1485761,1.2973826,1,-1
476,476,119,0.18456306,1.8178359,1,-1
477,477,235,0.5939313,1.623633,1,-1
478,478,446,0.81825775,1.5407767,1,-1
479,479,377,1.272133,1.2183911,1,-1
480,480,360,0.5004805,1.7408772,1,-1
481,481,101,-0.38323468,2.1889975,1,-1
482,482,330,0.4012611,1.7031012,1,-1
483,483,17,0.5516523,1.6914091,1,-1
484,484,99,0.9158576,1.4277167,1,-1
485,485,61,0.28475103,1.7927243,1,-1
486,486,264,0.3458693,1.8180066,1,-1
487,487,156,0.5572437,1.6567929,1,-1
488,488,433,1.9641625,0.84658104,1,-1
489,489,118,0.23865119,1.7851131,1,-1
490,490,160,0.9534553,1.4576061,1,-1
491,491,50,0.8001785,1.452132,1,-1
492,492,199,0.6621807,1.5490144,1,-1
493,493,469,1.1480252,1.319761,1,-1
494,494,431,1.1169378,1.3715094,1,-1
495,495,463,0.7485174,1.5306331,1,-1
496,496,72,1.0350479,1.3989443,1,-1
497,497,150,0.37193942,1.7296596,1,-1
498,498,405,1.120925,1.2968692,1,-1
499,499,434,1.0373901,1.3464617,1,-1
