,node_id,node_name,emb_x,emb_y,sc_kmeans,sc_dbscan
45,45,45,-0.003248891138409014,-0.005869137599456592,12,4
46,46,46,-0.0032488911384090094,-0.012475825183758196,0,9
47,47,47,-0.003248891138409019,-0.018761291406015644,10,10
48,48,48,-0.003248891138409008,-0.018297500151482786,10,10
49,49,49,-0.00324889113840901,-0.032861996295607404,11,-1
50,50,50,-0.0032488911384089963,-0.018458060424364417,10,10
51,51,51,-0.003248891138408978,-0.0065796114660625574,12,4
52,52,52,-0.0032488911384090146,-0.0011660948549760983,6,2
53,53,53,-0.003248891138409027,-0.025055791549478366,4,-1
54,54,54,-0.0032488911384090193,0.009808069335142791,15,8
55,55,55,-0.003248891138409012,0.02381497395478103,13,-1
56,56,56,-0.003248891138409025,-0.006260918643433107,12,4
57,57,57,-0.003248891138409027,0.007841676302165635,15,7
58,58,58,-0.0032488911384090193,0.00883611200703196,15,11
59,59,59,-0.0032488911384090336,-0.009609376220826275,0,12
60,60,60,-0.0032488911384090137,-0.009155651396051479,0,12
61,61,61,-0.003248891138409038,0.001784209098004693,9,1
62,62,62,-0.003248891138409007,-0.005537977848478928,12,4
63,63,63,-0.0032488911384090215,0.011693838970549986,7,-1
64,64,64,-0.0032488911384090263,0.014696134740492627,7,0
65,65,65,-0.003248891138408999,-0.004136250478995459,12,13
66,66,66,-0.003248891138409031,0.0019707845854920743,9,1
67,67,67,-0.0032488911384089777,-0.007269245489802079,12,12
68,68,68,-0.003248891138409027,0.0009877991755043362,9,1
69,69,69,-0.0032488911384090167,-0.0022327658792117007,6,2
70,70,70,-0.003248891138409035,-0.010143713531997008,0,12
71,71,71,-0.0032488911384090267,0.01366657674494534,7,0
72,72,72,-0.0032488911384090297,0.0015564140185437667,9,1
73,73,73,-0.0032488911384090033,0.009966266888588853,15,8
74,74,74,-0.0032488911384090094,0.020138511855664266,13,-1
75,75,75,-0.0032488911384090176,0.010208686432947705,15,8
76,76,76,-0.003248891138409014,0.027415091447808168,5,-1
77,77,77,-0.003248891138409023,0.006886486200881051,1,1
78,78,78,-0.003248891138409021,0.014250013557208707,7,0
79,79,79,-0.0032488911384090163,0.0005825094333416226,9,1
80,80,80,-0.0032488911384090115,0.005528463622615113,1,1
81,81,81,-0.0032488911384090367,-0.0064708641271892,12,4
82,82,82,-0.00324889113840901,0.0037473089375155257,1,1
83,83,83,-0.0032488911384090176,-0.009449048315524837,0,12
84,84,84,-0.003248891138409025,0.0008389190691468021,9,1
85,85,85,-0.0032488911384090016,-0.023034403457970084,10,-1
86,86,86,-0.0032488911384090336,0.019032481534028912,3,14
87,87,87,-0.0032488911384090137,0.0063843508074366735,1,1
88,88,88,-0.003248891138409012,0.0027490041663087196,9,1
89,89,89,-0.003248891138409023,0.009058382028734362,15,11
90,90,90,-0.0032488911384090623,0.0070264191099834745,1,1
91,91,91,-0.003248891138409006,0.01335852630181586,7,0
92,92,92,-0.003248891138409,-0.014340597934522595,14,15
93,93,93,-0.003248891138409025,0.00024014371116624136,9,1
94,94,94,-0.0032488911384090176,-0.004712252105010356,12,4
95,95,95,-0.003248891138409021,-0.004869489676715678,12,4
96,96,96,-0.0032488911384089916,0.0042303168269755215,1,1
97,97,97,-0.0032488911384090323,0.01675161029916607,3,16
98,98,98,-0.003248891138409027,0.012396290037488357,7,0
99,99,99,-0.003248891138409025,0.013883600905221283,7,0
100,100,100,-0.003248891138409026,0.0010547268195321901,9,1
101,101,101,-0.0032488911384090124,0.0003740649745420095,9,1
102,102,102,-0.003248891138409001,0.024531467225540934,13,-1
103,103,103,-0.0032488911384090384,0.02652598512948197,5,-1
104,104,104,-0.003248891138409022,0.008255051011314686,15,7
105,105,105,-0.0032488911384090046,-0.007583363894416522,12,12
106,106,106,-0.003248891138409022,0.006499733304624014,1,1
107,107,107,-0.0032488911384090167,0.017166125948624655,3,16
108,108,108,-0.0032488911384090206,0.0023081535798024186,9,1
109,109,109,-0.003248891138409021,0.005553007028594045,1,1
110,110,110,-0.003248891138409,-0.03673668180810564,11,-1
111,111,111,-0.0032488911384090154,-0.029034550447045955,4,-1
112,112,112,-0.0032488911384090154,-0.00163761214663314,6,2
113,113,113,-0.0032488911384090137,0.017161797798481895,3,16
114,114,114,-0.003248891138409042,0.00046755243168278185,9,1
115,115,115,-0.003248891138408997,0.005742283966512267,1,1
116,116,116,-0.003248891138409014,0.012451852852788254,7,0
117,117,117,-0.003248891138409038,-0.011587363551561569,0,17
118,118,118,-0.0032488911384090146,0.0038199874266222314,1,1
119,119,119,-0.0032488911384090163,0.0008437055727109169,9,1
120,120,120,-0.003248891138409029,-0.0031552466424772854,6,2
121,121,121,-0.003248891138409014,-0.0005091578155269681,6,2
122,122,122,-0.003248891138409027,0.01539331511915651,7,0
123,123,123,-0.0032488911384090362,0.008997823649987989,15,11
124,124,124,-0.0032488911384090232,-0.009297892438444125,0,12
125,125,125,-0.0032488911384090167,-0.013732279046578507,14,3
126,126,126,-0.0032488911384090063,0.005872811752587377,1,1
127,127,127,-0.0032488911384090558,-0.022127224897260094,10,-1
128,128,128,-0.0032488911384090415,-0.002143490380616822,6,2
129,129,129,-0.0032488911384090198,-0.019259148266394095,10,-1
130,130,130,-0.0032488911384090336,-0.005760402697767549,12,4
131,131,131,-0.003248891138409015,-0.0034695826377428964,6,13
132,132,132,-0.00324889113840903,-0.0072385118148875355,12,12
133,133,133,-0.0032488911384090176,0.0036773428887195213,1,1
134,134,134,-0.0032488911384090167,-0.0117484607127467,0,17
135,135,135,-0.003248891138409024,0.0034255686395904244,9,1
136,136,136,-0.0032488911384090115,0.022270125200734864,13,6
137,137,137,-0.0032488911384090406,0.04068253554156212,8,-1
138,138,138,-0.0032488911384090193,-0.001680120379166508,6,2
139,139,139,-0.0032488911384089937,-0.01575147923182284,14,5
140,140,140,-0.003248891138409005,-0.002775654380516818,6,2
141,141,141,-0.003248891138409045,-0.008661368963211728,0,12
142,142,142,-0.0032488911384090115,-0.0035668733855870587,6,13
143,143,143,-0.0032488911384090215,0.004056066032206982,1,1
144,144,144,-0.003248891138409006,-0.008002489278702516,12,12
145,145,145,-0.0032488911384090323,-0.009891199005407702,0,12
146,146,146,-0.003248891138409019,0.007975145324874212,15,7
147,147,147,-0.003248891138409016,-0.005056326672014809,12,4
148,148,148,-0.003248891138409032,-0.028191236563082582,4,-1
149,149,149,-0.0032488911384090284,0.0017979902306155908,9,1
150,150,150,-0.003248891138409006,-0.01176717380662996,0,17
151,151,151,-0.003248891138409027,0.005504624616889505,1,1
152,152,152,-0.0032488911384090267,-0.028979835851963263,4,-1
153,153,153,-0.003248891138409004,-0.035297471770085326,11,-1
154,154,154,-0.0032488911384090063,-0.02025159684763547,10,-1
155,155,155,-0.0032488911384090154,-0.01769029257774084,10,-1
156,156,156,-0.0032488911384090102,-0.018071327591470954,10,10
157,157,157,-0.003248891138409004,0.0104398214237829,15,8
158,158,158,-0.0032488911384090137,0.013142260176102307,7,0
159,159,159,-0.003248891138409008,-0.0251900812028371,4,-1
160,160,160,-0.003248891138409017,-0.006803503776441791,12,4
161,161,161,-0.0032488911384090068,0.008603283245144394,15,11
162,162,162,-0.0032488911384090198,0.009761121838202652,15,8
163,163,163,-0.00324889113840901,-0.008801987969392518,0,12
164,164,164,-0.003248891138409024,-0.029412819878394048,4,-1
165,165,165,-0.00324889113840901,-0.0034985439140487054,6,13
166,166,166,-0.0032488911384090297,-0.007761599935559177,12,12
167,167,167,-0.0032488911384090102,-0.0008159305396359118,6,2
168,168,168,-0.0032488911384090428,0.012953153052480853,7,0
169,169,169,-0.0032488911384090154,0.0012198944384029747,9,1
170,170,170,-0.003248891138409023,0.010774920183917111,15,-1
171,171,171,-0.003248891138409027,0.0021389158664420413,9,1
172,172,172,-0.00324889113840901,-0.011711022437477795,0,17
173,173,173,-0.003248891138409023,-0.012090320507268694,0,9
174,174,174,-0.0032488911384090362,0.01705225973745123,3,16
175,175,175,-0.0032488911384090367,-0.011579508600486123,0,17
176,176,176,-0.003248891138409004,-0.010882939272719308,0,18
177,177,177,-0.0032488911384090033,5.795033456956915e-05,9,1
178,178,178,-0.003248891138409007,-0.0012140918121009924,6,2
179,179,179,-0.0032488911384090185,0.01922384311880847,3,14
180,180,180,-0.003248891138409029,0.016997753669552473,3,16
181,181,181,-0.0032488911384090362,-0.002701702156988434,6,2
182,182,182,-0.003248891138409012,0.0023127250502264574,9,1
183,183,183,-0.0032488911384090133,-0.006488568577759823,12,4
184,184,184,-0.003248891138409021,-0.000838816395499628,6,2
185,185,185,-0.003248891138409027,0.0012629669023997217,9,1
186,186,186,-0.0032488911384090133,-0.0014776082804133681,6,2
187,187,187,-0.00324889113840901,0.017338301126172177,3,16
188,188,188,-0.003248891138409014,0.0014845015660701168,9,1
189,189,189,-0.0032488911384090215,-0.015763277787788903,14,5
190,190,190,-0.0032488911384090284,0.005136134556370717,1,1
191,191,191,-0.0032488911384089968,-0.010737740337859503,0,18
192,192,192,-0.0032488911384090068,0.004913750280137787,1,1
193,193,193,-0.0032488911384090146,0.014061331996004317,7,0
194,194,194,-0.0032488911384090185,0.011526593649316092,7,-1
195,195,195,-0.003248891138409025,0.003200466865382608,9,1
196,196,196,-0.003248891138409004,-0.026820242417063017,4,20
197,197,197,-0.0032488911384089968,-0.002612560714189939,6,2
198,198,198,-0.0032488911384090055,-0.008322811813870101,12,12
199,199,199,-0.0032488911384090206,0.0025761271309269135,9,1
200,200,200,-0.0032488911384090133,-0.0017606692260817452,6,2
201,201,201,-0.0032488911384090384,0.019003704440692756,3,14
202,202,202,-0.0032488911384090237,-0.005448671362966142,12,4
203,203,203,-0.003248891138409001,-0.005840848298715779,12,4
204,204,204,-0.003248891138409012,-0.016385823549378675,14,5
205,205,205,-0.0032488911384090176,-0.007261171272307035,12,12
206,206,206,-0.003248891138409038,-0.013163604759380247,14,3
207,207,207,-0.0032488911384090163,-0.002546282998334901,6,2
208,208,208,-0.0032488911384090354,0.011172589437994308,15,-1
209,209,209,-0.003248891138409023,-0.0018727189352006394,6,2
210,210,210,-0.003248891138409012,0.007757802377949553,15,7
211,211,211,-0.003248891138409019,-0.01626762955756966,14,5
212,212,212,-0.0032488911384090133,-0.012296400380602979,0,9
213,213,213,-0.0032488911384090176,0.018099612960578097,3,19
214,214,214,-0.0032488911384089985,-0.007281401985480179,12,12
215,215,215,-0.0032488911384089946,0.01805087307967203,3,19
216,216,216,-0.003248891138409015,-0.012455283271434085,0,9
217,217,217,-0.0032488911384090297,-0.004637590322828273,12,4
218,218,218,-0.0032488911384090068,-0.011233669552618054,0,18
219,219,219,-0.0032488911384090206,0.009026794955681755,15,11
220,220,220,-0.0032488911384090076,-0.005597908937944283,12,4
221,221,221,-0.0032488911384090193,0.00027090375594363345,9,1
222,222,222,-0.0032488911384090415,0.016398330934613358,3,-1
223,223,223,-0.003248891138409025,-0.021000041159558933,10,-1
224,224,224,-0.0032488911384090254,-0.021568860915612043,10,-1
225,225,225,-0.0032488911384090206,0.004974582780613633,1,1
226,226,226,-0.003248891138409026,0.005219168051149553,1,1
227,227,227,-0.0032488911384090085,-0.006654926010746895,12,4
228,228,228,-0.0032488911384090137,-0.00028017386432346847,6,2
229,229,229,-0.003248891138409024,-0.0038790173646560226,6,13
230,230,230,-0.0032488911384090137,-0.005298769485572667,12,4
231,231,231,-0.003248891138409032,0.015208013416623,7,0
232,232,232,-0.0032488911384090016,0.01072949152128836,15,8
233,233,233,-0.0032488911384090293,-0.001739410669007212,6,2
234,234,234,-0.003248891138409019,0.0016122351958257023,9,1
235,235,235,-0.0032488911384090185,-0.001861866704247232,6,2
236,236,236,-0.0032488911384090154,-0.014940895575367584,14,-1
237,237,237,-0.003248891138409008,0.018978213021976865,3,14
238,238,238,-0.0032488911384090068,-0.03926425434842077,11,-1
239,239,239,-0.003248891138409022,-0.02161748994503276,10,-1
240,240,240,-0.0032488911384089946,-0.02385141479826966,4,-1
241,241,241,-0.003248891138409002,-0.0006567499512456008,6,2
242,242,242,-0.0032488911384090033,0.012782202231206649,7,0
243,243,243,-0.0032488911384090154,-0.01622223535912421,14,5
244,244,244,-0.0032488911384090814,-0.008416622875406215,0,12
245,245,245,-0.0032488911384089916,-0.01079628525342811,0,18
246,246,246,-0.003248891138409015,-0.007269807714942486,12,12
247,247,247,-0.003248891138409008,0.007923237720787998,15,7
248,248,248,-0.0032488911384090115,-0.015084205034776444,14,-1
249,249,249,-0.003248891138409012,0.023283769341217956,13,-1
250,250,250,-0.0032488911384090263,0.001699537947228412,9,1
251,251,251,-0.003248891138409051,0.006238799408669949,1,1
252,252,252,-0.0032488911384090115,-0.0004844226853258402,6,2
253,253,253,-0.0032488911384090345,0.010299318835529803,15,8
254,254,254,-0.003248891138409038,0.0013622999016503932,9,1
255,255,255,-0.003248891138409025,0.004007131744306072,1,1
256,256,256,-0.003248891138409025,-0.0029651400673932687,6,2
257,257,257,-0.003248891138409016,0.01603794775827828,3,-1
258,258,258,-0.0032488911384090267,0.012436248579574552,7,0
259,259,259,-0.0032488911384090215,0.013511320209194681,7,0
260,260,260,-0.003248891138408994,-0.026713572456548092,4,20
261,261,261,-0.0032488911384090055,-0.010841851874891327,0,18
262,262,262,-0.0032488911384090428,0.007725259264061171,15,7
263,263,263,-0.0032488911384090076,-0.0023583312175815443,6,2
264,264,264,-0.0032488911384090007,-0.007606651533421976,12,12
265,265,265,-0.0032488911384090037,-0.008753558469706059,0,12
266,266,266,-0.0032488911384090297,0.023489459823269165,13,-1
267,267,267,-0.0032488911384090198,-0.004543884306244102,12,4
268,268,268,-0.003248891138409041,0.01435795708372247,7,0
269,269,269,-0.0032488911384090263,0.0047300649056189435,1,1
270,270,270,-0.0032488911384090124,-0.015396160425056803,14,5
271,271,271,-0.003248891138409,0.0032553777764759177,9,1
272,272,272,-0.0032488911384090193,0.021998682576794645,13,6
273,273,273,-0.003248891138409012,-0.03873700249405807,11,-1
274,274,274,-0.003248891138409004,-0.02460031798027463,4,-1
275,275,275,-0.0032488911384090315,-0.0003127011243475217,6,2
276,276,276,-0.0032488911384089747,-0.018895237485763286,10,10
277,277,277,-0.003248891138409016,0.006504570723834153,1,1
278,278,278,-0.003248891138408994,0.004797368714054072,1,1
279,279,279,-0.003248891138409023,-0.010172959644568566,0,12
280,280,280,-0.003248891138409024,0.0007779571174089408,9,1
281,281,281,-0.0032488911384090206,-0.005023156886154046,12,4
282,282,282,-0.0032488911384090237,0.01855432999781327,3,-1
283,283,283,-0.0032488911384090167,0.0021024819791184593,9,1
284,284,284,-0.003248891138409005,0.01731844588067726,3,16
285,285,285,-0.0032488911384090232,0.016258170262326385,3,-1
286,286,286,-0.003248891138409016,-0.0041168488249131606,12,13
287,287,287,-0.003248891138409023,-0.0049762390967830515,12,4
288,288,288,-0.0032488911384090198,0.0070304344070901935,1,1
289,289,289,-0.0032488911384090163,-0.0013464932136436692,6,2
290,290,290,-0.003248891138409025,-0.013195823377054446,14,3
291,291,291,-0.0032488911384090436,0.008914790898418104,15,11
292,292,292,-0.0032488911384090055,0.01354868429564018,7,0
293,293,293,-0.003248891138409033,-0.0010444171594196608,6,2
294,294,294,-0.0032488911384090328,0.00502915183259733,1,1
295,295,295,-0.003248891138409002,-0.01386121805080306,14,3
296,296,296,-0.0032488911384090076,-0.012896279273915203,14,3
297,297,297,-0.0032488911384090263,-0.008466105054088959,0,12
298,298,298,-0.003248891138409006,-0.003937343575534235,6,13
299,299,299,-0.0032488911384090107,-0.006591702961661844,12,4
300,300,300,-0.0032488911384090397,0.025824703619987486,5,-1
301,301,301,-0.0032488911384090245,-0.009593953934766768,0,12
302,302,302,-0.0032488911384090115,-0.0009302548755456452,6,2
303,303,303,-0.003248891138409023,0.005654111343410108,1,1
304,304,304,-0.003248891138409023,-0.012480766321758206,0,9
305,305,305,-0.0032488911384090007,0.0032810046118812134,9,1
306,306,306,-0.003248891138409019,0.019051361269041462,3,14
307,307,307,-0.003248891138409046,0.014247743132405781,7,0
308,308,308,-0.003248891138409002,0.0032166831260570525,9,1
309,309,309,-0.003248891138409024,0.02229559090235477,13,6
310,310,310,-0.0032488911384090003,-0.010061170961137745,0,12
311,311,311,-0.0032488911384090185,-0.022886191111626066,10,-1
312,312,312,-0.0032488911384090237,-0.012517131976201301,0,9
313,313,313,-0.0032488911384090137,-0.009625515949148752,0,12
314,314,314,-0.0032488911384090037,0.0021057778436614364,9,1
315,315,315,-0.003248891138409014,-0.0006250649315864125,6,2
316,316,316,-0.0032488911384090185,-0.006383840369377198,12,4
317,317,317,-0.003248891138409023,0.004572198706240513,1,1
318,318,318,-0.003248891138409023,-0.0028223545973369807,6,2
319,319,319,-0.0032488911384090193,-0.007337327718579243,12,12
320,320,320,-0.0032488911384090215,-0.015726851418561998,14,5
321,321,321,-0.0032488911384090154,0.003694132676150935,1,1
322,322,322,-0.003248891138409023,-0.004577372293400123,12,4
323,323,323,-0.003248891138409035,-0.004755032083476971,12,4
324,324,324,-0.0032488911384090198,0.001807308143827064,9,1
325,325,325,-0.003248891138409,0.0007960301507808219,9,1
326,326,326,-0.0032488911384090063,-0.017273221988590815,14,-1
327,327,327,-0.003248891138409022,-0.01063613386081087,0,18
328,328,328,-0.003248891138409016,-0.007449745283140826,12,12
329,329,329,-0.003248891138409017,-0.014280769441142658,14,15
330,330,330,-0.003248891138409031,-0.007528657504448179,12,12
331,331,331,-0.0032488911384090063,-0.009628875331353707,0,12
332,332,332,-0.0032488911384090284,0.015306999653442468,7,0
333,333,333,-0.0032488911384090375,0.01457618716130779,7,0
334,334,334,-0.0032488911384090254,0.012839679384332968,7,0
335,335,335,-0.003248891138409034,-0.002367954398190165,6,2
336,336,336,-0.003248891138409002,0.00408128801640996,1,1
337,337,337,-0.003248891138409016,-0.010939183097495636,0,18
338,338,338,-0.0032488911384090137,-0.0008323607293485497,6,2
339,339,339,-0.0032488911384090193,0.00019595865626437402,9,1
340,340,340,-0.0032488911384090215,-0.009485476684937124,0,12
341,341,341,-0.003248891138409021,0.02391155378365124,13,-1
342,342,342,-0.0032488911384090263,0.027515116764014177,5,-1
343,343,343,-0.003248891138409029,0.005538185472159508,1,1
344,344,344,-0.00324889113840901,-0.018503125948278895,10,10
345,345,345,-0.0032488911384090102,0.0064705937877601385,1,1
346,346,346,-0.0032488911384090115,-0.007961135398851397,12,12
347,347,347,-0.0032488911384090805,0.005950897238300459,1,1
348,348,348,-0.003248891138409025,0.003862786153657626,1,1
349,349,349,-0.003248891138409017,0.006697223641327861,1,1
350,350,350,-0.003248891138409022,0.002516261440839979,9,1
351,351,351,-0.003248891138409014,-0.0009711281817674563,6,2
352,352,352,-0.003248891138409004,-0.014174417610590918,14,15
353,353,353,-0.0032488911384090293,0.010195366168497628,15,8
354,354,354,-0.003248891138409021,-0.010879124551344101,0,18
355,355,355,-0.0032488911384090263,-0.029445169387199006,4,-1
356,356,356,-0.003248891138409039,0.005509261744384012,1,1
357,357,357,-0.003248891138409012,-0.018475754317789854,10,10
358,358,358,-0.003248891138409017,-0.005677646026387074,12,4
359,359,359,-0.0032488911384090237,-0.01447824021809907,14,15
360,360,360,-0.003248891138409022,-0.028187228986926428,4,-1
361,361,361,-0.003248891138409008,-0.0207412350337287,10,-1
362,362,362,-0.0032488911384090206,-0.006597442932515922,12,4
363,363,363,-0.0032488911384090124,0.02276424026608974,13,-1
364,364,364,-0.0032488911384090024,-0.005470628501105396,12,4
365,365,365,-0.0032488911384090284,-0.006016298333868229,12,4
366,366,366,-0.003248891138409031,0.02873767107931455,5,-1
367,367,367,-0.0032488911384090033,0.013473668687293475,7,0
368,368,368,-0.0032488911384090536,0.005798548850934135,1,1
369,369,369,-0.0032488911384090428,0.006472893280167548,1,1
370,370,370,-0.003248891138409029,-0.020004681623820287,10,-1
371,371,371,-0.003248891138409039,0.015037954101093362,7,0
372,372,372,-0.003248891138409025,0.01212474213672791,7,0
373,373,373,-0.0032488911384090232,0.015109957250738125,7,0
374,374,374,-0.00324889113840901,-0.021045575152791655,10,-1
375,375,375,-0.00324889113840901,-0.022371281785960952,10,-1
376,376,376,-0.0032488911384090176,0.023009202395477213,13,-1
377,377,377,-0.0032488911384090462,0.02537836826870295,5,-1
378,378,378,-0.003248891138409006,0.006405848869402978,1,1
379,379,379,-0.0032488911384090176,0.011343713719736026,15,-1
380,380,380,-0.0032488911384090263,0.01782659220872492,3,19
381,381,381,-0.0032488911384090094,-0.02867364724489684,4,-1
382,382,382,-0.00324889113840904,-0.002809842851287433,6,2
383,383,383,-0.0032488911384089946,-0.010045100181374776,0,12
384,384,384,-0.003248891138408999,0.010068412345485606,15,8
385,385,385,-0.0032488911384090263,0.0128412621184507,7,0
386,386,386,-0.0032488911384090206,-0.01601373324875769,14,5
387,387,387,-0.003248891138409046,-0.008135803283833388,12,12
388,388,388,-0.003248891138409024,0.020575786937544412,13,-1
389,389,389,-0.0032488911384090193,-0.0036717781324613567,6,13
390,390,390,-0.0032488911384089916,-0.0004472099845440794,6,2
391,391,391,-0.0032488911384090406,-0.006649806962932371,12,4
392,392,392,-0.0032488911384090055,-0.0254296869846123,4,-1
393,393,393,-0.003248891138409012,-0.027025035397417487,4,20
394,394,394,-0.003248891138409022,0.0021694945692670863,9,1
395,395,395,-0.0032488911384090185,0.0012861903071560777,9,1
396,396,396,-0.0032488911384090063,-0.0009147369003888876,6,2
397,397,397,-0.003248891138409008,-0.021388272639711894,10,-1
398,398,398,-0.003248891138409014,-0.01871502534566113,10,10
399,399,399,-0.003248891138409016,0.0006918559172434947,9,1
400,400,400,-0.003248891138409047,-0.0029721573722723492,6,2
401,401,401,-0.003248891138408992,-0.02692234396967323,4,20
402,402,402,-0.003248891138409008,-0.011232770949060165,0,18
403,403,403,-0.0032488911384089894,-0.013669895058467413,14,3
404,404,404,-0.00324889113840901,0.005010161137263703,1,1
405,405,405,-0.0032488911384090115,-0.000638663998735156,6,2
406,406,406,-0.003248891138409008,0.021553098392852448,13,-1
407,407,407,-0.0032488911384090467,0.0031720468536017513,9,1
408,408,408,-0.0032488911384090102,0.014175672633859578,7,0
409,409,409,-0.0032488911384090263,0.0020198513894933694,9,1
410,410,410,-0.003248891138409023,-0.005562029423047049,12,4
411,411,411,-0.003248891138409015,0.009151965366443757,15,11
412,412,412,-0.0032488911384090055,-0.013459025868548122,14,3
413,413,413,-0.003248891138409014,0.01247808947451907,7,0
414,414,414,-0.003248891138409015,0.005385815672907748,1,1
415,415,415,-0.0032488911384090206,0.028257438770320387,5,-1
416,416,416,-0.0032488911384090336,0.017742250620920726,3,19
417,417,417,-0.003248891138409016,-0.017804994411598277,10,-1
418,418,418,-0.003248891138409026,-0.001465859226920006,6,2
419,419,419,-0.003248891138409021,0.024838412666770462,13,-1
420,420,420,-0.0032488911384090055,0.021186493578749226,13,-1
421,421,421,-0.003248891138409026,0.026916358916401616,5,-1
422,422,422,-0.003248891138409046,0.00885616537587859,15,11
423,423,423,-0.0032488911384090415,0.03928528830526351,8,-1
424,424,424,-0.003248891138409023,0.01199798441409918,7,-1
425,425,425,-0.003248891138409002,0.0022529086179140178,9,1
426,426,426,-0.003248891138409031,0.017976149850916282,3,19
427,427,427,-0.0032488911384089994,-0.009358494066958791,0,12
428,428,428,-0.003248891138409041,0.00644045972948126,1,1
429,429,429,-0.0032488911384090137,-0.010318434105355719,0,12
430,430,430,-0.0032488911384090232,-0.014579657322323783,14,15
431,431,431,-0.0032488911384089937,-0.01817952551638103,10,10
432,432,432,-0.003248891138409012,0.03160890837091429,5,-1
433,433,433,-0.003248891138409029,0.026737565465161647,5,-1
434,434,434,-0.0032488911384090237,0.0020747999683451124,9,1
435,435,435,-0.0032488911384090055,-0.02459195787666538,4,-1
436,436,436,-0.0032488911384090293,0.014603623659061883,7,0
437,437,437,-0.003248891138409008,-0.0025084212366061997,6,2
438,438,438,-0.0032488911384090024,-0.022808120209739238,10,-1
439,439,439,-0.003248891138409032,0.011382265944242798,15,-1
440,440,440,-0.003248891138409024,-0.009047683291744029,0,12
441,441,441,-0.0032488911384089985,-0.0076669801939596,12,12
442,442,442,-0.0032488911384090198,-0.00419709626200787,12,13
443,443,443,-0.0032488911384090254,0.01781113497821458,3,19
444,444,444,-0.0032488911384089872,-0.007706826432963117,12,12
445,445,445,-0.0032488911384090176,-0.004529406501689033,12,4
446,446,446,-0.003248891138409001,-0.00493695454082456,12,4
447,447,447,-0.0032488911384090167,0.0034839290125807084,9,1
448,448,448,-0.0032488911384090176,0.0044934625420943765,1,1
449,449,449,-0.003248891138409023,0.014822888995439407,7,0
450,450,450,-0.0032488911384090037,0.00014460542202957333,9,1
451,451,451,-0.003248891138409022,0.002864575880859765,9,1
452,452,452,-0.0032488911384090198,0.010095763341967788,15,8
453,453,453,-0.0032488911384090102,0.009801233066546355,15,8
454,454,454,-0.0032488911384090336,0.01555668575515777,7,0
455,455,455,-0.0032488911384090102,0.004764376843459287,1,1
456,456,456,-0.003248891138409018,-0.02720150340348732,4,20
