,node_id,node_name,emb_x,emb_y,sc_kmeans,sc_dbscan
457,457,457,-0.0032488911384090137,-0.01597223836914085,14,5
458,458,458,-0.0032488911384090384,-0.01600089018677274,14,5
459,459,459,-0.0032488911384090293,0.007511638550405175,15,7
460,460,460,-0.0032488911384090362,0.0026218717418807643,9,1
461,461,461,-0.0032488911384090137,0.0038849171610923295,1,1
462,462,462,-0.0032488911384090167,-0.007594331589589268,12,12
463,463,463,-0.0032488911384090193,0.022144029158121765,13,6
464,464,464,-0.003248891138409023,0.009386988842650395,15,11
465,465,465,-0.0032488911384090193,-0.0015278758028634907,6,2
466,466,466,-0.003248891138409021,0.013754709437395266,7,0
467,467,467,-0.003248891138409002,-0.005052090685601647,12,4
468,468,468,-0.003248891138409017,0.004820666952262487,1,1
469,469,469,-0.003248891138408999,-0.017161089346354654,14,-1
470,470,470,-0.0032488911384090558,0.03398174468864365,8,-1
471,471,471,-0.0032488911384090094,-0.013340237681286206,14,3
472,472,472,0.039622975368123176,2.2650796307236423e-17,2,21
473,473,473,0.039622975368123155,-5.657550875634851e-18,2,21
474,474,474,0.039622975368123155,-3.5472819957597503e-22,2,21
475,475,475,0.039622975368123196,-5.655201178865878e-18,2,21
476,476,476,0.039622975368123155,2.8317086444537e-17,2,21
477,477,477,0.03962297536812318,2.4879778894449465e-22,2,21
478,478,478,0.039622975368123176,-2.2652496666926965e-17,2,21
479,479,479,0.039622975368123176,-5.666044103796884e-18,2,21
480,480,480,0.039622975368123176,5.667575251493969e-18,2,21
481,481,481,0.039622975368123155,-1.1327643059760405e-17,2,21
482,482,482,0.03962297536812318,-5.667626160184311e-18,2,21
483,483,483,0.039622975368123155,5.667532777698573e-18,2,21
484,484,484,0.039622975368123176,5.6665348591815165e-18,2,21
485,485,485,0.03962297536812316,-1.6988486061932853e-17,2,21
486,486,486,0.03962297536812318,-1.1483520722038335e-20,2,21
487,487,487,0.03962297536812319,1.699070084696522e-17,2,21
488,488,488,0.03962297536812316,-1.1321766311973722e-17,2,21
489,489,489,0.03962297536812314,-1.698873746348539e-17,2,21
490,490,490,0.03962297536812318,5.663565882006709e-18,2,21
491,491,491,0.039622975368123176,5.667361422921158e-18,2,21
492,492,492,0.03962297536812316,2.8321784482404074e-17,2,21
493,493,493,0.03962297536812316,1.698855836991692e-17,2,21
494,494,494,0.039622975368123176,5.663751455880905e-18,2,21
495,495,495,0.03962297536812317,1.6992371338806175e-17,2,21
496,496,496,0.03962297536812316,9.365222107231475e-22,2,21
497,497,497,-0.003248891138409033,0.0006345331001242974,9,1
498,498,498,-0.0032488911384090193,-0.024143936207586886,4,-1
499,499,499,-0.0032488911384090393,0.005686022188462488,1,1
